date_time,team_1,team_2,attendance,home_flag,stadium_name,capacity,x,y
2017-10-29 16:00:00,fc-everton,leicester-city,31891.0,A,King Power Stadium,32273,-1.14219,52.62037
2017-11-05 16:30:00,fc-everton,fc-watford,38609.0,H,Goodison Park,39571,-2.9663193,53.438787
2017-11-05 16:30:00,fc-everton,fc-watford,38609.0,H,Goodison Park,39571,-2.9663193,53.438787
2017-11-18 15:00:00,fc-everton,crystal-palace,25526.0,A,Selhurst Park,26047,-0.08543,51.3983
2017-11-18 15:00:00,fc-everton,crystal-palace,25526.0,A,Selhurst Park,26047,-0.08543,51.3983
2017-11-26 13:30:00,fc-everton,fc-southampton,30461.0,A,St Mary's Stadium,32384,-1.390954,50.9058218
2017-11-26 13:30:00,fc-everton,fc-southampton,30461.0,A,St Mary's Stadium,32384,-1.390954,50.9058218
2017-11-29 20:00:00,fc-everton,west-ham-united,38242.0,H,Goodison Park,39571,-2.9663193,53.438787
2017-11-29 20:00:00,fc-everton,west-ham-united,38242.0,H,Goodison Park,39571,-2.9663193,53.438787
2017-12-02 15:00:00,fc-everton,huddersfield-town,39167.0,H,Goodison Park,39571,-2.9663193,53.438787
2017-12-02 15:00:00,fc-everton,huddersfield-town,39167.0,H,Goodison Park,39571,-2.9663193,53.438787
2017-12-10 14:15:00,fc-everton,fc-liverpool,53082.0,A,Anfield,54074,-2.96083,53.4308294
2017-12-10 14:15:00,fc-everton,fc-liverpool,53082.0,A,Anfield,54074,-2.96083,53.4308294
2017-12-13 19:45:00,fc-everton,newcastle-united,51042.0,A,St James' Park,52338,-1.621656,54.975556
2017-12-13 19:45:00,fc-everton,newcastle-united,51042.0,A,St James' Park,52338,-1.621656,54.975556
2017-12-18 20:00:00,fc-everton,swansea-city,37580.0,H,Goodison Park,39571,-2.9663193,53.438787
2017-12-18 20:00:00,fc-everton,swansea-city,37580.0,H,Goodison Park,39571,-2.9663193,53.438787
2017-12-23 12:30:00,fc-everton,fc-chelsea,39191.0,H,Goodison Park,39571,-2.9663193,53.438787
2017-12-23 12:30:00,fc-everton,fc-chelsea,39191.0,H,Goodison Park,39571,-2.9663193,53.438787
2017-12-26 15:00:00,fc-everton,west-bromwich-albion,25364.0,A,The Hawthorns,26850,-1.963938,52.509038
2017-12-26 15:00:00,fc-everton,west-bromwich-albion,25364.0,A,The Hawthorns,26850,-1.963938,52.509038
2017-12-30 15:00:00,fc-everton,afc-bournemouth,10497.0,A,Vitality Stadium,11329,-1.8382791,50.7352306
2017-12-30 15:00:00,fc-everton,afc-bournemouth,10497.0,A,Vitality Stadium,11329,-1.8382791,50.7352306
2018-01-01 17:30:00,fc-everton,manchester-united,39188.0,H,Goodison Park,39571,-2.9663193,53.438787
2018-01-01 17:30:00,fc-everton,manchester-united,39188.0,H,Goodison Park,39571,-2.9663193,53.438787
2018-01-05 19:55:00,fc-everton,fc-liverpool,52513.0,A,Anfield,54074,-2.96083,53.4308294
2018-01-05 19:55:00,fc-everton,fc-liverpool,52513.0,A,Anfield,54074,-2.96083,53.4308294
2018-01-13 17:30:00,fc-everton,tottenham-hotspur,76251.0,A,Wembley Stadium,90000,-0.2795188,51.5560208
2018-01-13 17:30:00,fc-everton,tottenham-hotspur,76251.0,A,Wembley Stadium,90000,-0.2795188,51.5560208
2018-01-20 15:00:00,fc-everton,west-bromwich-albion,39061.0,H,Goodison Park,39571,-2.9663193,53.438787
2018-01-20 15:00:00,fc-everton,west-bromwich-albion,39061.0,H,Goodison Park,39571,-2.9663193,53.438787
2018-01-31 19:45:00,fc-everton,leicester-city,38390.0,H,Goodison Park,39571,-2.9663193,53.438787
2018-01-31 19:45:00,fc-everton,leicester-city,38390.0,H,Goodison Park,39571,-2.9663193,53.438787
2018-02-03 17:30:00,fc-everton,fc-arsenal,59306.0,A,Emirates Stadium,60704,-0.108438,51.5548885
2018-02-03 17:30:00,fc-everton,fc-arsenal,59306.0,A,Emirates Stadium,60704,-0.108438,51.5548885
2018-02-10 15:00:00,fc-everton,crystal-palace,39139.0,H,Goodison Park,39571,-2.9663193,53.438787
2018-02-10 15:00:00,fc-everton,crystal-palace,39139.0,H,Goodison Park,39571,-2.9663193,53.438787
2018-02-24 17:30:00,fc-everton,fc-watford,20430.0,A,Vicarage Road,21577,-0.4016876,51.6499828
2018-02-24 17:30:00,fc-everton,fc-watford,20430.0,A,Vicarage Road,21577,-0.4016876,51.6499828
2018-03-03 12:30:00,fc-everton,fc-burnley,20802.0,A,Turf Moor,21994,-2.2301736,53.7890244
2018-03-03 12:30:00,fc-everton,fc-burnley,20802.0,A,Turf Moor,21994,-2.2301736,53.7890244
2018-03-10 15:00:00,fc-everton,brighton-amp-hove-albion,39199.0,H,Goodison Park,39571,-2.9663193,53.438787
2018-03-10 15:00:00,fc-everton,brighton-amp-hove-albion,39199.0,H,Goodison Park,39571,-2.9663193,53.438787
2018-03-17 15:00:00,fc-everton,stoke-city,30022.0,A,bet365 Stadium,30089,-2.17541,52.98842
2018-03-17 15:00:00,fc-everton,stoke-city,30022.0,A,bet365 Stadium,30089,-2.17541,52.98842
2018-03-31 17:30:00,fc-everton,manchester-city,39221.0,H,Goodison Park,39571,-2.9663193,53.438787
2018-03-31 17:30:00,fc-everton,manchester-city,39221.0,H,Goodison Park,39571,-2.9663193,53.438787
2018-04-07 12:30:00,fc-everton,fc-liverpool,39220.0,H,Goodison Park,39571,-2.9663193,53.438787
2018-04-07 12:30:00,fc-everton,fc-liverpool,39220.0,H,Goodison Park,39571,-2.9663193,53.438787
2018-04-14 15:00:00,fc-everton,swansea-city,20933.0,A,Swansea.com Stadium,21088,-3.9345855,51.6427499
2018-04-14 15:00:00,fc-everton,swansea-city,20933.0,A,Swansea.com Stadium,21088,-3.9345855,51.6427499
2018-04-23 20:00:00,fc-everton,newcastle-united,39061.0,H,Goodison Park,39571,-2.9663193,53.438787
2018-04-23 20:00:00,fc-everton,newcastle-united,39061.0,H,Goodison Park,39571,-2.9663193,53.438787
2018-04-28 15:00:00,fc-everton,huddersfield-town,24121.0,A,John Smith's Stadium,24500,-1.7682517,53.6542822
2018-04-28 15:00:00,fc-everton,huddersfield-town,24121.0,A,John Smith's Stadium,24500,-1.7682517,53.6542822
2018-05-05 17:30:00,fc-everton,fc-southampton,38225.0,H,Goodison Park,39571,-2.9663193,53.438787
2018-05-05 17:30:00,fc-everton,fc-southampton,38225.0,H,Goodison Park,39571,-2.9663193,53.438787
2018-05-13 15:00:00,fc-everton,west-ham-united,56926.0,A,London Stadium,62500,-0.0166037,51.5387095
2018-05-13 15:00:00,fc-everton,west-ham-united,56926.0,A,London Stadium,62500,-0.0166037,51.5387095
2018-08-11 17:30:00,fc-everton,wolverhampton-wanderers,31231.0,A,Molineux Stadium,32050,-2.1304288,52.5902362
2018-08-11 17:30:00,fc-everton,wolverhampton-wanderers,31231.0,A,Molineux Stadium,32050,-2.1304288,52.5902362
2018-08-18 15:00:00,fc-everton,fc-southampton,38601.0,H,Goodison Park,39571,-2.9663193,53.438787
2018-08-18 15:00:00,fc-everton,fc-southampton,38601.0,H,Goodison Park,39571,-2.9663193,53.438787
2018-08-25 15:00:00,fc-everton,afc-bournemouth,10654.0,A,Vitality Stadium,11329,-1.8382791,50.7352306
2018-08-25 15:00:00,fc-everton,afc-bournemouth,10654.0,A,Vitality Stadium,11329,-1.8382791,50.7352306
2018-09-01 15:00:00,fc-everton,huddersfield-town,38767.0,H,Goodison Park,39571,-2.9663193,53.438787
2018-09-01 15:00:00,fc-everton,huddersfield-town,38767.0,H,Goodison Park,39571,-2.9663193,53.438787
2018-09-16 16:00:00,fc-everton,west-ham-united,39161.0,H,Goodison Park,39571,-2.9663193,53.438787
2018-09-16 16:00:00,fc-everton,west-ham-united,39161.0,H,Goodison Park,39571,-2.9663193,53.438787
2018-09-23 16:00:00,fc-everton,fc-arsenal,59964.0,A,Emirates Stadium,60704,-0.108438,51.5548885
2018-09-23 16:00:00,fc-everton,fc-arsenal,59964.0,A,Emirates Stadium,60704,-0.108438,51.5548885
2018-09-29 15:00:00,fc-everton,fc-fulham,38788.0,H,Goodison Park,39571,-2.9663193,53.438787
2018-09-29 15:00:00,fc-everton,fc-fulham,38788.0,H,Goodison Park,39571,-2.9663193,53.438787
2018-10-02 19:45:00,fc-everton,fc-southampton,30545.0,H,Goodison Park,39571,-2.9663193,53.438787
2018-10-02 19:45:00,fc-everton,fc-southampton,30545.0,H,Goodison Park,39571,-2.9663193,53.438787
2018-10-06 15:00:00,fc-everton,leicester-city,32007.0,A,King Power Stadium,32273,-1.14219,52.62037
2018-10-06 15:00:00,fc-everton,leicester-city,32007.0,A,King Power Stadium,32273,-1.14219,52.62037
2018-10-21 16:00:00,fc-everton,crystal-palace,38668.0,H,Goodison Park,39571,-2.9663193,53.438787
2018-10-21 16:00:00,fc-everton,crystal-palace,38668.0,H,Goodison Park,39571,-2.9663193,53.438787
2018-10-28 16:00:00,fc-everton,manchester-united,74525.0,A,Old Trafford,74879,-2.2913401,53.4630589
2018-10-28 16:00:00,fc-everton,manchester-united,74525.0,A,Old Trafford,74879,-2.2913401,53.4630589
2018-11-03 15:00:00,fc-everton,brighton-amp-hove-albion,38966.0,H,Goodison Park,39571,-2.9663193,53.438787
2018-11-03 15:00:00,fc-everton,brighton-amp-hove-albion,38966.0,H,Goodison Park,39571,-2.9663193,53.438787
2018-11-11 14:15:00,fc-everton,fc-chelsea,40345.0,A,Stamford Bridge,40853,-0.1909565,51.481663
2018-11-11 14:15:00,fc-everton,fc-chelsea,40345.0,A,Stamford Bridge,40853,-0.1909565,51.481663
2018-11-24 15:00:00,fc-everton,cardiff-city,39139.0,H,Goodison Park,39571,-2.9663193,53.438787
2018-11-24 15:00:00,fc-everton,cardiff-city,39139.0,H,Goodison Park,39571,-2.9663193,53.438787
2018-12-02 16:15:00,fc-everton,fc-liverpool,51756.0,A,Anfield,54074,-2.96083,53.4308294
2018-12-02 16:15:00,fc-everton,fc-liverpool,51756.0,A,Anfield,54074,-2.96083,53.4308294
2018-12-05 19:45:00,fc-everton,newcastle-united,39350.0,H,Goodison Park,39571,-2.9663193,53.438787
2018-12-05 19:45:00,fc-everton,newcastle-united,39350.0,H,Goodison Park,39571,-2.9663193,53.438787
2018-12-10 20:00:00,fc-everton,fc-watford,38400.0,H,Goodison Park,39571,-2.9663193,53.438787
2018-12-10 20:00:00,fc-everton,fc-watford,38400.0,H,Goodison Park,39571,-2.9663193,53.438787
2018-12-15 12:30:00,fc-everton,manchester-city,54173.0,A,Etihad Stadium,55017,-2.2003953,53.4831381
2018-12-15 12:30:00,fc-everton,manchester-city,54173.0,A,Etihad Stadium,55017,-2.2003953,53.4831381
2018-12-23 16:00:00,fc-everton,tottenham-hotspur,39319.0,H,Goodison Park,39571,-2.9663193,53.438787
2018-12-23 16:00:00,fc-everton,tottenham-hotspur,39319.0,H,Goodison Park,39571,-2.9663193,53.438787
2018-12-26 15:00:00,fc-everton,fc-burnley,21484.0,A,Turf Moor,21994,-2.2301736,53.7890244
2018-12-26 15:00:00,fc-everton,fc-burnley,21484.0,A,Turf Moor,21994,-2.2301736,53.7890244
2018-12-29 15:00:00,fc-everton,brighton-amp-hove-albion,30597.0,A,AMEX Stadium,31800,-0.0837163,50.8615651
2018-12-29 15:00:00,fc-everton,brighton-amp-hove-albion,30597.0,A,AMEX Stadium,31800,-0.0837163,50.8615651
2019-01-01 12:30:00,fc-everton,leicester-city,39052.0,H,Goodison Park,39571,-2.9663193,53.438787
2019-01-01 12:30:00,fc-everton,leicester-city,39052.0,H,Goodison Park,39571,-2.9663193,53.438787
2019-01-13 14:15:00,fc-everton,afc-bournemouth,38113.0,H,Goodison Park,39571,-2.9663193,53.438787
2019-01-13 14:15:00,fc-everton,afc-bournemouth,38113.0,H,Goodison Park,39571,-2.9663193,53.438787
2019-01-19 15:00:00,fc-everton,fc-southampton,29989.0,A,St Mary's Stadium,32384,-1.390954,50.9058218
2019-01-19 15:00:00,fc-everton,fc-southampton,29989.0,A,St Mary's Stadium,32384,-1.390954,50.9058218
2019-01-29 19:45:00,fc-everton,huddersfield-town,23699.0,A,John Smith's Stadium,24500,-1.7682517,53.6542822
2019-01-29 19:45:00,fc-everton,huddersfield-town,23699.0,A,John Smith's Stadium,24500,-1.7682517,53.6542822
2019-02-02 15:00:00,fc-everton,wolverhampton-wanderers,39380.0,H,Goodison Park,39571,-2.9663193,53.438787
2019-02-02 15:00:00,fc-everton,wolverhampton-wanderers,39380.0,H,Goodison Park,39571,-2.9663193,53.438787
2019-02-06 19:45:00,fc-everton,manchester-city,39322.0,H,Goodison Park,39571,-2.9663193,53.438787
2019-02-06 19:45:00,fc-everton,manchester-city,39322.0,H,Goodison Park,39571,-2.9663193,53.438787
2019-02-09 15:00:00,fc-everton,fc-watford,20333.0,A,Vicarage Road,21577,-0.4016876,51.6499828
2019-02-09 15:00:00,fc-everton,fc-watford,20333.0,A,Vicarage Road,21577,-0.4016876,51.6499828
2019-02-26 19:45:00,fc-everton,cardiff-city,31849.0,A,Cardiff City Stadium,33280,-3.2030122,51.4728226
2019-02-26 19:45:00,fc-everton,cardiff-city,31849.0,A,Cardiff City Stadium,33280,-3.2030122,51.4728226
2019-03-03 16:15:00,fc-everton,fc-liverpool,39335.0,H,Goodison Park,39571,-2.9663193,53.438787
2019-03-03 16:15:00,fc-everton,fc-liverpool,39335.0,H,Goodison Park,39571,-2.9663193,53.438787
2019-03-09 15:00:00,fc-everton,newcastle-united,52242.0,A,St James' Park,52338,-1.621656,54.975556
2019-03-09 15:00:00,fc-everton,newcastle-united,52242.0,A,St James' Park,52338,-1.621656,54.975556
2019-03-17 16:30:00,fc-everton,fc-chelsea,39356.0,H,Goodison Park,39571,-2.9663193,53.438787
2019-03-17 16:30:00,fc-everton,fc-chelsea,39356.0,H,Goodison Park,39571,-2.9663193,53.438787
2019-03-30 17:30:00,fc-everton,west-ham-united,59988.0,A,London Stadium,62500,-0.0166037,51.5387095
2019-03-30 17:30:00,fc-everton,west-ham-united,59988.0,A,London Stadium,62500,-0.0166037,51.5387095
2019-04-07 14:05:00,fc-everton,fc-arsenal,39400.0,H,Goodison Park,39571,-2.9663193,53.438787
2019-04-07 14:05:00,fc-everton,fc-arsenal,39400.0,H,Goodison Park,39571,-2.9663193,53.438787
2019-04-13 15:00:00,fc-everton,fc-fulham,24971.0,A,Craven Cottage,22384,-0.2217799,51.4748946
2019-04-13 15:00:00,fc-everton,fc-fulham,24971.0,A,Craven Cottage,22384,-0.2217799,51.4748946
2019-04-21 13:30:00,fc-everton,manchester-united,39395.0,H,Goodison Park,39571,-2.9663193,53.438787
2019-04-21 13:30:00,fc-everton,manchester-united,39395.0,H,Goodison Park,39571,-2.9663193,53.438787
2019-04-27 15:00:00,fc-everton,crystal-palace,25789.0,A,Selhurst Park,26047,-0.08543,51.3983
2019-04-27 15:00:00,fc-everton,crystal-palace,25789.0,A,Selhurst Park,26047,-0.08543,51.3983
2019-05-03 20:00:00,fc-everton,fc-burnley,39303.0,H,Goodison Park,39571,-2.9663193,53.438787
2019-05-03 20:00:00,fc-everton,fc-burnley,39303.0,H,Goodison Park,39571,-2.9663193,53.438787
2019-05-12 15:00:00,fc-everton,tottenham-hotspur,60124.0,A,Tottenham Hotspur Stadium,62062,-0.067045,51.604652
2019-05-12 15:00:00,fc-everton,tottenham-hotspur,60124.0,A,Tottenham Hotspur Stadium,62062,-0.067045,51.604652
2019-08-10 15:00:00,fc-everton,crystal-palace,25151.0,A,Selhurst Park,26047,-0.08543,51.3983
2019-08-10 15:00:00,fc-everton,crystal-palace,25151.0,A,Selhurst Park,26047,-0.08543,51.3983
2019-08-17 15:00:00,fc-everton,fc-watford,39066.0,H,Goodison Park,39571,-2.9663193,53.438787
2019-08-17 15:00:00,fc-everton,fc-watford,39066.0,H,Goodison Park,39571,-2.9663193,53.438787
2019-08-23 20:00:00,fc-everton,aston-villa,41922.0,A,Villa Park,42682,-1.8847828,52.5091117
2019-08-23 20:00:00,fc-everton,aston-villa,41922.0,A,Villa Park,42682,-1.8847828,52.5091117
2019-09-01 14:00:00,fc-everton,wolverhampton-wanderers,39374.0,H,Goodison Park,39571,-2.9663193,53.438787
2019-09-01 14:00:00,fc-everton,wolverhampton-wanderers,39374.0,H,Goodison Park,39571,-2.9663193,53.438787
2019-09-15 14:00:00,fc-everton,afc-bournemouth,10416.0,A,Vitality Stadium,11329,-1.8382791,50.7352306
2019-09-15 14:00:00,fc-everton,afc-bournemouth,10416.0,A,Vitality Stadium,11329,-1.8382791,50.7352306
2019-09-21 15:00:00,fc-everton,sheffield-united,39354.0,H,Goodison Park,39571,-2.9663193,53.438787
2019-09-21 15:00:00,fc-everton,sheffield-united,39354.0,H,Goodison Park,39571,-2.9663193,53.438787
2019-09-28 17:30:00,fc-everton,manchester-city,39222.0,H,Goodison Park,39571,-2.9663193,53.438787
2019-09-28 17:30:00,fc-everton,manchester-city,39222.0,H,Goodison Park,39571,-2.9663193,53.438787
2019-10-05 15:00:00,fc-everton,fc-burnley,20650.0,A,Turf Moor,21994,-2.2301736,53.7890244
2019-10-05 15:00:00,fc-everton,fc-burnley,20650.0,A,Turf Moor,21994,-2.2301736,53.7890244
2019-10-19 12:30:00,fc-everton,west-ham-united,39263.0,H,Goodison Park,39571,-2.9663193,53.438787
2019-10-19 12:30:00,fc-everton,west-ham-united,39263.0,H,Goodison Park,39571,-2.9663193,53.438787
2019-10-26 15:00:00,fc-everton,brighton-amp-hove-albion,30529.0,A,AMEX Stadium,31800,-0.0837163,50.8615651
2019-10-26 15:00:00,fc-everton,brighton-amp-hove-albion,30529.0,A,AMEX Stadium,31800,-0.0837163,50.8615651
2019-10-29 19:45:00,fc-everton,fc-watford,34979.0,H,Goodison Park,39571,-2.9663193,53.438787
2019-10-29 19:45:00,fc-everton,fc-watford,34979.0,H,Goodison Park,39571,-2.9663193,53.438787
2019-11-03 16:30:00,fc-everton,tottenham-hotspur,39001.0,H,Goodison Park,39571,-2.9663193,53.438787
2019-11-03 16:30:00,fc-everton,tottenham-hotspur,39001.0,H,Goodison Park,39571,-2.9663193,53.438787
2019-11-09 15:00:00,fc-everton,fc-southampton,29754.0,A,St Mary's Stadium,32384,-1.390954,50.9058218
2019-11-09 15:00:00,fc-everton,fc-southampton,29754.0,A,St Mary's Stadium,32384,-1.390954,50.9058218
2019-11-23 15:00:00,fc-everton,norwich-city,39241.0,H,Goodison Park,39571,-2.9663193,53.438787
2019-11-23 15:00:00,fc-everton,norwich-city,39241.0,H,Goodison Park,39571,-2.9663193,53.438787
2019-12-01 16:30:00,fc-everton,leicester-city,32144.0,A,King Power Stadium,32273,-1.14219,52.62037
2019-12-01 16:30:00,fc-everton,leicester-city,32144.0,A,King Power Stadium,32273,-1.14219,52.62037
2019-12-04 20:15:00,fc-everton,fc-liverpool,53094.0,A,Anfield,54074,-2.96083,53.4308294
2019-12-04 20:15:00,fc-everton,fc-liverpool,53094.0,A,Anfield,54074,-2.96083,53.4308294
2019-12-07 12:30:00,fc-everton,fc-chelsea,39114.0,H,Goodison Park,39571,-2.9663193,53.438787
2019-12-07 12:30:00,fc-everton,fc-chelsea,39114.0,H,Goodison Park,39571,-2.9663193,53.438787
2019-12-15 14:00:00,fc-everton,manchester-united,63328.0,A,Old Trafford,74879,-2.2913401,53.4630589
2019-12-15 14:00:00,fc-everton,manchester-united,63328.0,A,Old Trafford,74879,-2.2913401,53.4630589
2019-12-18 19:45:00,fc-everton,leicester-city,39027.0,H,Goodison Park,39571,-2.9663193,53.438787
2019-12-18 19:45:00,fc-everton,leicester-city,39027.0,H,Goodison Park,39571,-2.9663193,53.438787
2019-12-21 12:30:00,fc-everton,fc-arsenal,39336.0,H,Goodison Park,39571,-2.9663193,53.438787
2019-12-21 12:30:00,fc-everton,fc-arsenal,39336.0,H,Goodison Park,39571,-2.9663193,53.438787
2019-12-26 15:00:00,fc-everton,fc-burnley,39177.0,H,Goodison Park,39571,-2.9663193,53.438787
2019-12-26 15:00:00,fc-everton,fc-burnley,39177.0,H,Goodison Park,39571,-2.9663193,53.438787
2019-12-28 15:00:00,fc-everton,newcastle-united,52211.0,A,St James' Park,52338,-1.621656,54.975556
2019-12-28 15:00:00,fc-everton,newcastle-united,52211.0,A,St James' Park,52338,-1.621656,54.975556
2020-01-01 17:30:00,fc-everton,manchester-city,54407.0,A,Etihad Stadium,55017,-2.2003953,53.4831381
2020-01-01 17:30:00,fc-everton,manchester-city,54407.0,A,Etihad Stadium,55017,-2.2003953,53.4831381
2020-01-05 16:01:00,fc-everton,fc-liverpool,52583.0,A,Anfield,54074,-2.96083,53.4308294
2020-01-05 16:01:00,fc-everton,fc-liverpool,52583.0,A,Anfield,54074,-2.96083,53.4308294
2020-01-11 15:00:00,fc-everton,brighton-amp-hove-albion,38772.0,H,Goodison Park,39571,-2.9663193,53.438787
2020-01-11 15:00:00,fc-everton,brighton-amp-hove-albion,38772.0,H,Goodison Park,39571,-2.9663193,53.438787
2020-01-18 15:00:00,fc-everton,west-ham-united,59915.0,A,London Stadium,62500,-0.0166037,51.5387095
2020-01-18 15:00:00,fc-everton,west-ham-united,59915.0,A,London Stadium,62500,-0.0166037,51.5387095
2020-01-21 19:30:00,fc-everton,newcastle-united,38822.0,H,Goodison Park,39571,-2.9663193,53.438787
2020-01-21 19:30:00,fc-everton,newcastle-united,38822.0,H,Goodison Park,39571,-2.9663193,53.438787
2020-02-01 15:00:00,fc-everton,fc-watford,21229.0,A,Vicarage Road,21577,-0.4016876,51.6499828
2020-02-01 15:00:00,fc-everton,fc-watford,21229.0,A,Vicarage Road,21577,-0.4016876,51.6499828
2020-02-08 12:30:00,fc-everton,crystal-palace,38987.0,H,Goodison Park,39571,-2.9663193,53.438787
2020-02-08 12:30:00,fc-everton,crystal-palace,38987.0,H,Goodison Park,39571,-2.9663193,53.438787
2020-02-23 16:30:00,fc-everton,fc-arsenal,60296.0,A,Emirates Stadium,60704,-0.108438,51.5548885
2020-02-23 16:30:00,fc-everton,fc-arsenal,60296.0,A,Emirates Stadium,60704,-0.108438,51.5548885
2020-03-01 14:00:00,fc-everton,manchester-united,39374.0,H,Goodison Park,39571,-2.9663193,53.438787
2020-03-01 14:00:00,fc-everton,manchester-united,39374.0,H,Goodison Park,39571,-2.9663193,53.438787
2020-03-08 14:00:00,fc-everton,fc-chelsea,40694.0,A,Stamford Bridge,40853,-0.1909565,51.481663
2020-03-08 14:00:00,fc-everton,fc-chelsea,40694.0,A,Stamford Bridge,40853,-0.1909565,51.481663
2020-06-21 19:00:00,fc-everton,fc-liverpool,,H,Goodison Park,39571,-2.9663193,53.438787
2020-06-21 19:00:00,fc-everton,fc-liverpool,,H,Goodison Park,39571,-2.9663193,53.438787
2020-06-24 18:00:00,fc-everton,norwich-city,,A,Carrow Road,27244,1.3091533,52.6221139
2020-06-24 18:00:00,fc-everton,norwich-city,,A,Carrow Road,27244,1.3091533,52.6221139
2020-07-01 18:00:00,fc-everton,leicester-city,,H,Goodison Park,39571,-2.9663193,53.438787
2020-07-01 18:00:00,fc-everton,leicester-city,,H,Goodison Park,39571,-2.9663193,53.438787
2020-07-06 20:00:00,fc-everton,tottenham-hotspur,,A,Tottenham Hotspur Stadium,62062,-0.067045,51.604652
2020-07-06 20:00:00,fc-everton,tottenham-hotspur,,A,Tottenham Hotspur Stadium,62062,-0.067045,51.604652
2020-07-09 18:00:00,fc-everton,fc-southampton,,H,Goodison Park,39571,-2.9663193,53.438787
2020-07-09 18:00:00,fc-everton,fc-southampton,,H,Goodison Park,39571,-2.9663193,53.438787
2020-07-12 12:00:00,fc-everton,wolverhampton-wanderers,,A,Molineux Stadium,32050,-2.1304288,52.5902362
2020-07-12 12:00:00,fc-everton,wolverhampton-wanderers,,A,Molineux Stadium,32050,-2.1304288,52.5902362
2020-07-16 18:00:00,fc-everton,aston-villa,,H,Goodison Park,39571,-2.9663193,53.438787
2020-07-16 18:00:00,fc-everton,aston-villa,,H,Goodison Park,39571,-2.9663193,53.438787
2020-07-20 18:00:00,fc-everton,sheffield-united,,A,Bramall Lane,32702,-1.47083,53.37035
2020-07-20 18:00:00,fc-everton,sheffield-united,,A,Bramall Lane,32702,-1.47083,53.37035
2020-07-26 16:00:00,fc-everton,afc-bournemouth,,H,Goodison Park,39571,-2.9663193,53.438787
2020-07-26 16:00:00,fc-everton,afc-bournemouth,,H,Goodison Park,39571,-2.9663193,53.438787
2020-09-13 16:30:00,fc-everton,tottenham-hotspur,,A,Tottenham Hotspur Stadium,62062,-0.067045,51.604652
2020-09-13 16:30:00,fc-everton,tottenham-hotspur,,A,Tottenham Hotspur Stadium,62062,-0.067045,51.604652
2020-09-19 12:30:00,fc-everton,west-bromwich-albion,,H,Goodison Park,39571,-2.9663193,53.438787
2020-09-19 12:30:00,fc-everton,west-bromwich-albion,,H,Goodison Park,39571,-2.9663193,53.438787
2020-09-26 15:00:00,fc-everton,crystal-palace,,A,Selhurst Park,26047,-0.08543,51.3983
2020-09-26 15:00:00,fc-everton,crystal-palace,,A,Selhurst Park,26047,-0.08543,51.3983
2020-09-30 19:45:00,fc-everton,west-ham-united,,H,Goodison Park,39571,-2.9663193,53.438787
2020-09-30 19:45:00,fc-everton,west-ham-united,,H,Goodison Park,39571,-2.9663193,53.438787
2020-10-03 15:00:00,fc-everton,brighton-amp-hove-albion,,H,Goodison Park,39571,-2.9663193,53.438787
2020-10-03 15:00:00,fc-everton,brighton-amp-hove-albion,,H,Goodison Park,39571,-2.9663193,53.438787
2020-10-17 12:30:00,fc-everton,fc-liverpool,,H,Goodison Park,39571,-2.9663193,53.438787
2020-10-17 12:30:00,fc-everton,fc-liverpool,,H,Goodison Park,39571,-2.9663193,53.438787
2020-10-25 14:00:00,fc-everton,fc-southampton,,A,St Mary's Stadium,32384,-1.390954,50.9058218
2020-10-25 14:00:00,fc-everton,fc-southampton,,A,St Mary's Stadium,32384,-1.390954,50.9058218
2020-11-01 14:00:00,fc-everton,newcastle-united,,A,St James' Park,52338,-1.621656,54.975556
2020-11-01 14:00:00,fc-everton,newcastle-united,,A,St James' Park,52338,-1.621656,54.975556
2020-11-07 12:30:00,fc-everton,manchester-united,,H,Goodison Park,39571,-2.9663193,53.438787
2020-11-07 12:30:00,fc-everton,manchester-united,,H,Goodison Park,39571,-2.9663193,53.438787
2020-11-22 12:00:00,fc-everton,fc-fulham,,A,Craven Cottage,22384,-0.2217799,51.4748946
2020-11-22 12:00:00,fc-everton,fc-fulham,,A,Craven Cottage,22384,-0.2217799,51.4748946
2020-11-28 17:30:00,fc-everton,leeds-united,,H,Goodison Park,39571,-2.9663193,53.438787
2020-11-28 17:30:00,fc-everton,leeds-united,,H,Goodison Park,39571,-2.9663193,53.438787
2020-12-05 12:30:00,fc-everton,fc-burnley,,A,Turf Moor,21994,-2.2301736,53.7890244
2020-12-05 12:30:00,fc-everton,fc-burnley,,A,Turf Moor,21994,-2.2301736,53.7890244
2020-12-12 20:00:00,fc-everton,fc-chelsea,2000.0,H,Goodison Park,39571,-2.9663193,53.438787
2020-12-12 20:00:00,fc-everton,fc-chelsea,2000.0,H,Goodison Park,39571,-2.9663193,53.438787
2020-12-16 18:00:00,fc-everton,leicester-city,,A,King Power Stadium,32273,-1.14219,52.62037
2020-12-16 18:00:00,fc-everton,leicester-city,,A,King Power Stadium,32273,-1.14219,52.62037
2020-12-19 17:30:00,fc-everton,fc-arsenal,2000.0,H,Goodison Park,39571,-2.9663193,53.438787
2020-12-19 17:30:00,fc-everton,fc-arsenal,2000.0,H,Goodison Park,39571,-2.9663193,53.438787
2020-12-23 20:00:00,fc-everton,manchester-united,2000.0,H,Goodison Park,39571,-2.9663193,53.438787
